Size, Proteins
2,"Hypothetical proteincyt:CCE_RS05955","Hypothetical proteincyt:CCE_RS09665"
2,"Hypothetical proteinllo:LLO_RS05350","Ankyrinllo:LLO_RS05355(1)"
2,"30S ribosomal protein S20bafh:BAFHLJ01_RS04020(1)","LPS export ABC transporter periplasmic protein LptCbafh:BAFHLJ01_RS02350"
2,"Hypothetical proteinfus:HMPREF0409_RS03630","Hypothetical proteinfus:HMPREF0409_RS08740"
2,"Hypothetical proteingm03843:BBS798_RS02705","Membrane proteingm03843:BBS798_RS15145"
2,"Sporulation proteinvfi:VF_2512","Flagellar rod protein FlaIvfi:VF_1859"
2,"Conserved exported protein of unknown functionarp:NIES39_RS19890","Hypothetical proteinarp:NIES39_RS17930"
2,"Hypothetical proteingm04060:CGLAR1_RS10410","Predicted in CGMgm04060:CGLAR1_RS12190"
2,"Leucine zipper transcription factor-like protein 1 isoform X3ldo:LDBPK_060250","NADP-dependent oxidoreductase domain-containing protein 1ldo:LDBPK_141360"
2,"Membrane proteinaac:AACI_RS06770","Hypothetical proteinaac:AACI_RS06775"
2,"Hypothetical proteinmea:MEXAM1_RS04570","Predicted in CGMmea:MEXAM1_RS05390"
2,"Hypothetical proteintte:TTE_RS05920","Hypothetical proteintte:PL163"
2,"Hypothetical proteinabq:ABAZ39_RS17215","Metalloendopeptidaseabq:ABAZ39_RS13655"
2,"Hypothetical proteinsyg:SYNC_RS04080","Hypothetical proteinsyg:SYNC_RS08230"
2,"Membrane proteinecn:ECAJ_RS02120","Ankyrin repeat domain proteinecn:ECAJ_RS00675"
2,"Hypothetical proteinmop:MESOP_RS18610","Hypothetical proteinmop:MESOP_RS18615"
2,"Hypothetical proteinafl:AFLV_RS08420","Surface layer glycoproteinafl:AFLV_RS12980"
2,"Hypothetical proteingm04411:JI59_RS22805","Hypothetical proteingm04411:JI59_RS23105"
2,"Hypothetical proteincsg:CYLST_RS27800","Hypothetical proteincsg:CYLST_RS27805"
2,"Hypothetical proteincma:CMAQ_0956","Hypothetical proteincma:CMAQ_0862"
2,"Hypothetical proteinasc:ASAC_1348","Hypothetical proteinasc:ASAC_0081"
2,"Hypothetical proteingm04238:HYD3684_RS01965","Hypothetical proteingm04238:HYD3684_RS04220"
2,"Hypothetical proteingm04412:DR92_RS17865","Hypothetical proteingm04412:DR92_RS12530"
2,"Predicted in CGMgm04291:LFA_RS16560","Hypothetical proteingm04291:LFA_RS08255"
2,"Hypothetical proteinsna:SNAS_RS07115","Hypothetical proteinsna:SNAS_RS07120"
2,"Zinc finger C2H2 domain-containing proteinnkr:NKOR_06770","Putative nitrous-oxide reductase NosZnkr:NKOR_06765"
2,"Methylase of polypeptide chain release factors-like proteiniho:IGNI_1018","ATPaseiho:IGNI_0722"
2,"Hypothetical proteinhhi:HAH_0457","Hypothetical proteinhhi:HAH_1194"
2,"Hypothetical proteinhac:HAC_RS00870","Toxin outer membrane proteinhac:HAC_RS02430(2)"
2,"Hypothetical proteincsy:CENSYA_0185","Conserved exported protein of unknown functioncsy:CENSYA_1875"
2,"Hypothetical proteinacp:A2CP1_RS05995","Hypothetical proteinacp:A2CP1_RS17350"
2,"Hypothetical proteinajs:AJS_RS07870","Hypothetical proteinajs:AJS_RS07860"
2,"DNA-directed RNA polymerase sigma-70 factorbdh:GV66_RS11155","Hypothetical proteinbdh:GV66_RS11150"
2,"Integrasebhn:PRJBM_RS06175","Hypothetical genomic island proteinbhn:PRJBM_RS03415"
2,"Hypothetical prophage proteinbbk:BARBAKC583_RS05785","Predicted in CGMbbk:BARBAKC583_RS05140"
2,"Hypothetical proteinccg:CCASEI_RS11670","Hypothetical proteinccg:CCASEI_RS11680"
2,"Hypothetical proteinacy:ANACY_RS16945(2)","Hypothetical proteinacy:ANACY_RS16945(1)"
2,"Hypothetical proteingm03708:VU14_RS09395","Hypothetical proteingm03708:VU14_RS01410"
2,"Membrane proteinpaw:PAZ_RS09495","Protein associated to adhesion proteinpaw:PAZ_RS08245"
2,"Hypothetical proteineba:EB_RS17960","Hypothetical proteineba:EB_RS17955"
2,"Membrane proteinmgy:MGMSR_RS02995","Membrane proteinmgy:MGMSR_RS02940"
2,"F-box domain proteinafm:AFUA_1G05330","Hypothetical proteinafm:AFUA_2G00850"
2,"Conserved Plasmodium protein, unknown functionpfa:PF08_0101","Conserved Plasmodium proteinpfa:PF11_0228"
2,"Hypothetical proteincao:CELAL_RS01875","Hypothetical proteincao:CELAL_RS09215"
2,"Twitching motility protein PilTcsy:CENSYA_1936","Conserved exported protein of unknown functioncsy:CENSYA_1437"
2,"Flagellar protein FlaGdau:DAUD_RS09030","Hypothetical proteindau:DAUD_RS02395"
2,"Predicted in CGMmhd:PL56","Predicted in CGMmhd:MARKY_RS04135"
2,"Hypothetical proteinaau:AAUR_RS23640","Hypothetical proteinaau:AAUR_RS23645"
2,"Hypothetical proteinang:ANI_1_18024","Hypothetical proteinang:ANI_1_910024"
2,"Hypothetical proteinmif:METIN_0485","Chromosome assembly proteinmif:METIN_0487"
2,"Chemotaxis-specific protein-glutamate methylesterasepsd:DSC_RS04215","Protein sip-5psd:DSC_RS12870"
2,"Hypothetical proteinlan:LACAL_RS09790","Hypothetical proteinlan:LACAL_RS09795"
2,"Hypothetical proteinsua:SAUT_RS04230","Hypothetical proteinsua:SAUT_RS04215"
2,"Hypothetical proteinmez:MTC_1191","CRISPR-associated helicase Cas3mez:MTC_1193(3)"
2,"Hypothetical proteinaai:AARI_RS16635","Hypothetical proteinaai:AARI_RS04065"
2,"Hypothetical proteinbaus:BANH1_RS04535","Hypothetical proteinbaus:BANH1_RS05980(2)"
2,"Glutathione-S-transferase-like proteinpai:PAE2569","Protein of unknown function DUF224, cysteine-rich region domain proteinpai:PS2574"
2,"Thioredoxin reductase 3 isoform 1ecu:ECU08_1380","Uncharacterized protein C12orf50 isoform X1ecu:ECU06_0290"
2,"Hypothetical proteinmme:MARME_RS07570","Hypothetical proteinmme:MARME_RS17845"
2,"Hypothetical proteingm04047:CPAST_RS12150(1)","Hypothetical proteingm04047:CPAST_RS12150(2)"
2,"Hypothetical proteingm03720:AA314_RS03695","Hypothetical proteingm03720:AA314_RS03705"
2,"Hypothetical proteingm04034:VO01_RS06340","Predicted Zn-dependent peptidase, insulinase-likegm04034:VO01_RS01750"
2,"Hypothetical proteingm03708:VU14_RS18540","Hypothetical proteingm03708:VU14_RS03335"
2,"Hypothetical proteinlif:LINJ_04_0450","Flagellar calcium-binding protein TB,putativelif:LINJ_16_0920(1)"
2,"Orphan protein; secreted proteinfbl:FBAL_RS08050","Orphan protein; secreted proteinfbl:FBAL_RS08015"
2,"Hypothetical proteinere:EUBREC_RS08345","Hypothetical proteinere:EUBREC_RS15485(1)"
2,"DNA-binding proteinami:ST4664(1)","Hypothetical proteinami:AMIR_RS31935"
2,"Hypothetical proteinpna:PNAP_RS04570","Hypothetical proteinpna:PL75"
2,"Hypothetical proteingm03715:WYH_RS12595","Hypothetical proteingm03715:WYH_RS10110"
2,"Aspartyl-tRNA amidotransferase subunit Bsyd:PL2091","Hypothetical proteinsyd:SYNCC9605_RS07970"
2,"Hypothetical proteinmcb:MYCCH_RS26540","Hypothetical proteinmcb:MYCCH_RS26545"
2,"Hypothetical proteinbid:BIND_RS19535","Hypothetical proteinbid:BIND_RS18725"
2,"Hypothetical proteinfus:HMPREF0409_RS00780","Hypothetical proteinfus:HMPREF0409_RS08270"
2,"Hypothetical proteingm04449:NW74_RS07235","Hypothetical proteingm04449:NW74_RS07230"
2,"Hypothetical proteincgc:CYAGR_RS00230","Hypothetical proteincgc:CYAGR_RS08165"
2,"Hypothetical proteinamz:B737_RS27515","Hypothetical proteinamz:B737_RS01895"
2,"Hypothetical proteinafm:AFUA_4G00900","Hypothetical proteinafm:AFUA_6G11790"
2,"Hypothetical proteinaba:ACID345_RS10385","Hypothetical proteinaba:ACID345_RS18710"
2,"Hypothetical proteingm04413:OLEAN_RS08110","Hypothetical proteingm04413:OLEAN_RS08120"
2,"Hypothetical proteinkol:KOLE_RS04825","Copper resistance protein CopZkol:KOLE_RS03795"
2,"Hypothetical proteinefl:EF62_RS12535(2)","Cro/Cl family transcriptional regulatorefl:EF62_RS02280"
2,"Coat F domain-containing proteindrs:DEHRE_RS06825","Hypothetical proteindrs:DEHRE_RS06820"
2,"Von Willebrand factor type A domain proteinddr:DEIDE_RS08940(2)","Hypothetical proteinddr:DEIDE_RS12050"
2,"Hypothetical proteinaai:AARI_RS03360","Hypothetical proteinaai:AARI_RS12150"
2,"DNA-directed RNA polymerase sigma-70 factorpde:PDEN_RS10315","Hypothetical proteinpde:PDEN_RS10300"
2,"MerR family transcriptional regulatorgm04214:GSUB_RS01360","Hypothetical proteingm04214:GSUB_RS12850"
2,"CRISPR-associated protein Cmr3mvn:MEVAN_0107","Hypothetical proteinmvn:MEVAN_0105"
2,"Hypothetical proteinaal:EP13_RS09840","Hypothetical proteinaal:EP13_RS14630"
2,"Hypothetical proteincac:CA_C3529","Hypothetical proteincac:CA_C3528"
2,"DNA mismatch repair protein MutLhla:HLAC_2971(2)","DNA mismatch repair protein MutLhla:HLAC_2971(1)"
2,"Hypothetical proteincgr:CAGL0H09482G","Hypothetical proteincgr:CAGL0I02244G"
2,"Conserved Plasmodium protein, unknown functionpfa:MAL13P1.183","RNA binding protein, putativepfa:PF13_0058"
2,"Hypothetical proteinacp:A2CP1_RS11550","Chemotaxis protein CheWacp:A2CP1_RS07870"
2,"Lipoproteingm03849:NM71_RS04950","Immunogenic protein P37gm03849:NM71_RS04940(2)"
2,"Hypothetical proteintra:TRAD_RS06010","Hypothetical proteintra:TRAD_RS12770"
2,"Hypothetical proteinaho:AHOS_0156","Hypothetical proteinaho:AHOS_0157"
2,"Hypothetical proteincfu:CFU_RS10180","Hypothetical proteincfu:CFU_RS09265"
2,"Hypothetical proteinafs:AFR_RS39540","Translation initiation factor 2afs:AFR_RS38445"
2,"Hypothetical proteincao:PS5537","Hypothetical proteincao:PS5536"
2,"Colicin V production protein CvpAslr:L21SP2_RS04280","Helicaseslr:L21SP2_RS01340"
2,"Putative Fe-S oxidoreductasenkr:NKOR_02715","Conserved exported protein of unknown functionnkr:NKOR_00585"
2,"Hypothetical proteinbadl:BADO_RS01545","Membrane proteinbadl:BADO_RS05540"
2,"Hypothetical proteincyc:PCC7424_RS18200","Hypothetical proteincyc:PCC7424_RS18205"
2,"Gcn5-interacting protein EMLldo:LDBPK_361570","No vein-like proteinldo:LDBPK_061000(1)"
2,"Type II secretion system proteinmaq:MAQU_RS13540","Hypothetical proteinmaq:MAQU_RS13520"
2,"Hypothetical proteincpc:CPAR_RS07655","Chlorosome envelope protein Fcpc:CPAR_RS04985"
2,"Hypothetical proteingm04086:AB433_RS17745","Membrane proteingm04086:AB433_RS17765"
2,"Hypothetical proteincac:CA_C1875(2)","Predicted in CGMcac:CA_C1875(1)"
2,"Phospholipaseafs:AFR_RS21165","Hypothetical proteinafs:AFR_RS21155"
2,"Hypothetical proteinafs:AFR_RS10330","Anti-sigma-factor antagonistafs:AFR_RS00850"
2,"Hypothetical proteincjz:HK74_RS07240","Hypothetical proteincjz:HK74_RS07245(1)"
2,"Hypothetical proteincle:CLOLE_RS09815","Hypothetical proteincle:CLOLE_RS19225"
2,"Methylation motif domain-containing proteinsku:SULKU_RS06115","Hypothetical proteinsku:SULKU_RS06135"
2,"ADL147W-Apago:AGOS_ADL147WA","AAL092Cpago:AGOS_AAL092C"
2,"Hypothetical proteindgg:DGI_RS09440","Hypothetical proteindgg:DGI_RS10875"
2,"2'-5' RNA ligasegm03671:SY84_RS13265","Hypothetical proteingm03671:SY84_RS00320"
2,"CDK5 and ABL1 enzyme substrate 1 isoform 2ddi:DDB_G0302543(1)","Coiled-coil domain-containing protein 13ddi:DDB_G0276045"
2,"Hypothetical proteincfi:CELF_RS14335","Hypothetical proteincfi:CELF_RS09680"
2,"Acetyltransferasegm03954:VC76_RS05990","Hypothetical proteingm03954:VC76_RS01255"
2,"Hypothetical proteincfi:CELF_RS09110","Hypothetical proteincfi:CELF_RS18085"
2,"Hypothetical proteinksk:KSE_RS01190","Hypothetical proteinksk:KSE_RS01195"
2,"23S rRNA methyltransferaseafl:AFLV_RS14705","Transcriptional regulatorafl:PS1548"
2,"Family 2 glycosyl transferasepmx:PERMA_RS07150","Hypothetical proteinpmx:PERMA_RS08555"
2,"Hypothetical proteinmfe:MEFER_1367","Hypothetical proteinmfe:MEFER_1496"
2,"Hypothetical proteintbi:TBIS_RS00915","Hypothetical proteintbi:TBIS_RS08595"
2,"Hypothetical proteinafm:AFUA_3G01860","Hypothetical proteinafm:AFUA_2G12680"
2,"Hypothetical proteincko:CKO_01426","Hypothetical proteincko:CKO_01955"
2,"RNase L inhibitorarc:ABLL_RS11865","Hypothetical proteinarc:ABLL_RS11875"
2,"Membrane-associated or secreted protein,Ulp1 protease family, C-terminal catalytic domaingm04705:WPAU_0024(2)","Membrane-associated or secreted protein,Ulp1 protease family, C-terminal catalytic domaingm04705:WPAU_0024(3)"
2,"Hypothetical proteinbbt:PS4147","Hypothetical proteinbbt:BBTA_RS14415"
2,"Hypothetical proteinmfe:MEFER_1304","Hypothetical proteinmfe:MEFER_1203"
2,"Phage tail proteinccn:H924_RS07215","Phage minor tailccn:H924_RS07220"
2,"Hypothetical proteinppac:PAP_RS00740","Replication factor A complex, RPA14 subunitppac:PAP_RS00070"
2,"Hypothetical proteinacy:ANACY_RS27270(1)","Involved in functional assembly of photosystem IIacy:ANACY_RS27270(2)"
2,"Sodium/hydrogen exchanger, Na+, H+pfa:PF13_0019(3)","Endonuclease/exonuclease/phosphatase domain containing proteinpfa:PF11_0122(1)"
2,"Hypothetical proteingm03586:ALPR1_RS13490","Hypothetical proteingm03586:ALPR1_RS13495"
2,"TrbO proteinaxy:AXYL_RS32415","Protein kleFaxy:AXYL_RS32705"
2,"Bifunctional endo-1,4-beta-xylanase xylA precursorlxy:O159_RS09925(2)","Branched-chain amino acid ABC transporter substrate-binding proteinlxy:O159_RS09920"
2,"Hypothetical proteingm03151:EP51_23910","Hypothetical proteingm03151:EP51_00250"
2,"Transcriptional regulatorccr:CC_2700(2)","Transcriptional regulatorccr:CC_2700(1)"
2,"Hypothetical proteincmp:CHA6605_RS30415","Hypothetical proteincmp:CHA6605_RS30420"
2,"Hypothetical proteinhab:SG26_20465","Hypothetical proteinhab:SG26_20470"
2,"Hypothetical proteingm03638:MCMEM_RS10335(2)","Hypothetical proteingm03638:MCMEM_RS10335(1)"
2,"Hypothetical proteinhxa:HALXA_2604","Hypothetical proteinhxa:HALXA_2605"
2,"Hypothetical proteinaal:EP13_RS04270","Hypothetical proteinaal:EP13_RS13065"
2,"Hypothetical proteindsh:DSHI_RS16625","Hypothetical proteindsh:DSHI_RS10065"
2,"Hypothetical proteinmmq:PS1009","Hypothetical proteinmmq:MMARC5_0603"
2,"Membrane proteingm03820:VU15_RS12105","Transcriptional regulatorgm03820:VU15_RS03375"
2,"Hypothetical proteingm04513:XU06_RS30180","Hypothetical proteingm04513:XU06_RS31375"
2,"Membrane proteindrt:DRET_RS04475","Protein of unknown function DUF721drt:DRET_RS11535"
2,"Hypothetical proteinppac:PAP_RS06820","Hypothetical proteinppac:PAP_RS02165"
2,"Hypothetical proteinfae:FAES_RS15345","Hypothetical proteinfae:FAES_RS15340"
2,"Hypothetical proteinbja:BLR7780","Peptidasebja:BLR4686"
2,"Hypothetical proteinaan:D7S_RS03295","WD-40 repeat, putativeaan:D7S_RS06260"
2,"Organic solvent tolerance protein OstAfus:HMPREF0409_RS06055(2)","S-layer proteinfus:HMPREF0409_RS04295(2)"
2,"Hypothetical proteinafn:ACFER_RS03795","Hypothetical proteinafn:ACFER_RS03175"
2,"Hypothetical proteinhxa:HALXA_3904","Hypothetical proteinhxa:HALXA_1368"
2,"Helix-turn-helix type 11 domain-containing proteinmfe:MEFER_1233","Zinc finger proteinmfe:MEFER_0669"
2,"Hypothetical proteinsna:SNAS_RS07870","Mucin-associated surface proteinsna:SNAS_RS29030"
2,"Fimbrial proteingm03692:AXYLO_0992","Hypothetical proteingm03692:AXYLO_0517"
2,"Putative small multi-drug export proteinmbg:BN140_0411","Hypothetical proteinmbg:BN140_1025"
2,"Hypothetical proteinrrs:ROSERS_RS11620","DNA-directed RNA polymerase sigma-70 factorrrs:ROSERS_RS11610"
2,"Hypothetical proteinnkr:NKOR_07155","Putative transcriptional regulatornkr:NKOR_07150"
2,"Hypothetical proteinccm:CCAN_RS11010(1)","Hypothetical proteinccm:CCAN_RS11010(2)"
2,"Membrane proteingm04505:WQ53_11115","Hypothetical proteingm04505:WQ53_10720"
2,"Conserved putative outer membrane proteincav:RT28_RS03900","Hypothetical proteincav:RT28_RS00875"
2,"Hypothetical proteinalv:ALVIN_RS09950","Hypothetical proteinalv:ALVIN_RS15125"
2,"Hypothetical proteinhth:HTH_RS00715","Replication initiation proteinhth:HTH_RS03685"
2,"Hypothetical proteingm03720:AA314_RS39005","Hypothetical proteingm03720:AA314_RS39010"
2,"Hypothetical proteincmr:CYCMA_RS22435","Hypothetical proteincmr:CYCMA_RS22575"
2,"Predicted in CGMtbo:PL1371","Predicted in CGMtbo:PS2482"
2,"Pyruvate carboxylase subunit Bapo:ARCPR_0188","Transcriptional regulator, HxlR family proteinapo:ARCPR_1189"
2,"Sterol desaturase familyafm:AFUA_1G11140","Hypothetical proteinafm:AFUA_3G14450"
2,"Hypothetical proteinfte:FLUTA_RS19720(1)","Hypothetical proteinfte:FLUTA_RS19720(2)"
2,"Hypothetical proteingm04505:WQ53_07505","Hypothetical proteingm04505:WQ53_02780"
2,"Hypothetical proteinsme:SM_B21088","Hypothetical proteinsme:SMA0211"
2,"Hypothetical proteinpmx:PERMA_RS03565","Hypothetical proteinpmx:PERMA_RS03715"
2,"Membrane proteingm04034:VO01_RS03870","Membrane proteingm04034:VO01_RS04890"
2,"Hypothetical proteinbja:BLL5685","Biopolymer transporter ExbBbja:BLL5686"
2,"Hypothetical proteinapp:CAP2UW1_RS05480","Hypothetical proteinapp:CAP2UW1_RS05500"
2,"Hypothetical proteinsde:SDE_RS18720","Hypothetical proteinsde:SDE_RS05630"
2,"Xylose isomerase domain-containing proteinacj:ACAM_0576(1)","Xylose isomerase domain-containing proteinacj:ACAM_0576(3)"
2,"Hypothetical proteingm03715:WYH_RS00525","Hypothetical proteingm03715:WYH_RS11160"
2,"Peptidase Tcao:CELAL_RS01715","Hypothetical proteincao:CELAL_RS20470(2)"
2,"Conserved Plasmodium protein, unknown functionpfa:PF14_0815","Putative Spc97 / Spc98 family domain-containing proteinpfa:PFI1620C(2)"
2,"Hypothetical proteindfd:DESFE_0073","Protein phosphoesterasedfd:DESFE_0976"
2,"Hypothetical proteinmpi:MPET_0566","Hypothetical proteinmpi:MPET_0845"
2,"Hypothetical proteinaaa:ACAV_RS19250","Hypothetical proteinaaa:ACAV_RS13680"
2,"Hypothetical proteinfus:HMPREF0409_RS03180","Chromosomal replication initiator protein DnaAfus:HMPREF0409_RS00005"
2,"Nucleic acid-binding proteintag:TAGG_1357","Nucleic acid binding protein, containing 3 OB-fold domainstag:TAGG_1355"
2,"Conserved Plasmodium protein, unknown functioncpe:CPE_RS00110","Conserved Plasmodium protein, unknown functioncpe:CPE_RS12055(2)"
2,"Hypothetical proteindfd:DESFE_1121","Hypothetical proteindfd:DESFE_0687"
2,"Type II secretion system protein Fcbl:CLK_RS20120","Hypothetical proteincbl:CLK_RS20105"
2,"Hypothetical proteinamt:AMET_RS08485","Hypothetical proteinamt:AMET_RS08480"
2,"Phosphoprotein phosphatasenit:NAL212_RS10795(1)","Phosphoprotein phosphatasenit:NAL212_RS10795(2)"
2,"LPP20 lipofamily proteinhac:HAC_RS05205(1)","Membrane proteinhac:HAC_RS05030"
2,"Hypothetical proteinsulr:B649_RS08075","Hypothetical proteinsulr:B649_RS05540"
2,"Hypothetical proteinasc:ASAC_0903","Hypothetical proteinasc:ASAC_1308"
2,"LytTr DNA-binding proteingm03671:SY84_RS06555","Hypothetical proteingm03671:SY84_RS14960(2)"
2,"Ferredoxincav:RT28_RS02225","Type III secretion system needle subunit protein SctFcav:RT28_RS03990"
2,"Transcriptional regulatorgm03720:AA314_RS46820","Hypothetical proteingm03720:AA314_RS33640"
2,"Hypothetical proteinxax:XACM_RS13435","Hypothetical proteinxax:XACM_RS17820"
2,"Ankyrinacn:ACIS_RS00800","Hypothetical proteinacn:ACIS_RS00650"
2,"Hypothetical proteinhab:SG26_19255","Hypothetical proteinhab:SG26_19230"
2,"Cation transport ATPaseasc:ASAC_0298","Hypothetical proteinasc:ASAC_1090"
2,"Signal peptideipa:ISOP_RS15195","Homoserine kinase type II (protein kinase fold)ipa:ISOP_RS19165"
2,"Transcriptional regulator, xre familymew:MSWAN_1986","Hypothetical proteinmew:MSWAN_0060"
2,"Hypothetical proteinmad:HP15_RS01670","Anti-sigma factormad:HP15_RS01660"
2,"Hypothetical proteincai:CACI_RS12880","Hypothetical proteincai:CACI_RS12935"
2,"Conserved Plasmodium membrane protein, unknown functionpfa:PFC0240C(2)","Apicomplexan protein with signal peptide and 3 transmembrane domainspfa:PF14_0092"
2,"CdsObafe:BAFK78_D002","Hypothetical proteinbafe:BAFK78_R039"
2,"Hypothetical proteinacy:ANACY_RS28730","Hypothetical proteinacy:ANACY_RS28980"
2,"Ferric reductasebja:BLR1246","Twin-arginine translocation pathway signalbja:BLR1245"
2,"Hypothetical proteinmbu:MBUR_1621","Hypothetical proteinmbu:MBUR_1912"
2,"Hypothetical proteinppn:PALPR_RS01705","Hypothetical proteinppn:PALPR_RS01710"
2,"Hypothetical proteinpsl:PSTA_RS05630","Hypothetical proteinpsl:PSTA_RS05625"
2,"Hypothetical proteingm04011:P73_RS22990","Hypothetical proteingm04011:P73_RS23025"
2,"Hypothetical proteinmsl:MSIL_RS19100","Hypothetical proteinmsl:MSIL_RS19105"
2,"Hypothetical proteincsy:CENSYA_1959","Membrane proteincsy:CENSYA_0222"
2,"Hypothetical proteingm04056:JI75_RS05735","Hypothetical proteingm04056:JI75_RS01015"
2,"Hypothetical proteinrci:RCIX467","Roadblock/LC7 family proteinrci:RCIX471"
2,"General secretion pathway protein GspGosp:ODOSP_RS07590","Hypothetical proteinosp:ODOSP_RS07500"
2,"Hypothetical proteindfd:DESFE_0248","Hypothetical proteindfd:DESFE_0249"
2,"Dihydroneopterin aldolasegm03715:WYH_RS06265","Membrane proteingm03715:WYH_RS05580"
2,"Hypothetical proteinlfi:LFML04_RS03290","Phage tail proteinlfi:LFML04_RS03255"
2,"Glycine-rich cell wall structural protein precursorgm03715:WYH_RS03245","Lipoproteingm03715:WYH_RS03305"
2,"Predicted in CGMpfi:PFC_10505","Hypothetical proteinpfi:PFC_10510"
2,"P53 and DNA damage-regulated protein 1ddi:DDB_G0267576","KIF1-binding proteinddi:DDB_G0282223"
2,"Membrane proteingm03954:VC76_RS01345","ATP/GTP-binding proteingm03954:VC76_RS07105"
2,"Tetratricopeptide repeat protein 21A isoform X1gm02946:NCLIV_017520","Protein FAM184A isoform 1gm02946:NCLIV_021180"
2,"Globin family proteinbbd:BELBA_RS10845","Hypothetical proteinbbd:BELBA_RS10840"
2,"Phage proteinapk:APA386B_RS09550","Hypothetical proteinapk:APA386B_RS09560"
2,"Spermidine synthasealv:ALVIN_RS00385","Hypothetical proteinalv:ALVIN_RS03770"
2,"Hypothetical proteinafw:ANAE109_RS11425","Membrane proteinafw:ANAE109_RS19355"
